t,x,y,z,vx,vy,vz
0,7000,0,0,0,7.54605,0
10,6999.59,75.4591,0,-0.0813455,7.54561,0
20,6998.37,150.909,0,-0.162681,7.5443,0
30,6996.34,226.342,0,-0.243999,7.54211,0
40,6993.9,330.07,0,-0.355797,7.53948,0
50,6990.23,433.768,0,-0.467537,7.53552,0
60,6985.32,537.428,0,-0.579183,7.53024,0
70,6979.06,641.044,0,-0.690682,7.5235,0
80,6971.24,744.587,0,-0.801997,7.51509,0
90,6961.88,848.038,0,-0.913098,7.50504,0
100,6950.99,951.377,0,-1.02396,7.49335,0
110,6938.58,1054.58,0,-1.13456,7.48003,0
120,6924.64,1157.62,0,-1.24487,7.46509,0
130,6909.17,1260.48,0,-1.35488,7.44852,0
140,6892.2,1363.14,0,-1.46454,7.43034,0
150,6873.7,1465.58,0,-1.57385,7.41055,0
160,6853.71,1567.76,0,-1.68278,7.38916,0
170,6832.2,1669.68,0,-1.7913,7.36618,0
180,6809.2,1771.3,0,-1.89939,7.34161,0
190,6784.71,1872.61,0,-2.00703,7.31546,0
200,6758.73,1973.58,0,-2.11419,7.28774,0
210,6731.27,2074.2,0,-2.22085,7.25846,0
220,6702.33,2174.43,0,-2.32699,7.22762,0
230,6671.93,2274.27,0,-2.43258,7.19524,0
240,6640.07,2373.68,0,-2.5376,7.16133,0
250,6606.75,2472.65,0,-2.64203,7.12589,0
260,6572,2571.16,0,-2.74585,7.08894,0
270,6535.8,2669.18,0,-2.84902,7.05048,0
280,6498.18,2766.7,0,-2.95154,7.01054,0
290,6459.13,2863.68,0,-3.05337,6.96911,0
300,6418.68,2960.13,0,-3.1545,6.92622,0
310,6376.83,3056,0,-3.2549,6.88187,0
320,6333.58,3151.28,0,-3.35456,6.83608,0
330,6288.95,3245.96,0,-3.45344,6.78885,0
340,6242.95,3340.01,0,-3.55154,6.74021,0
350,6195.59,3433.41,0,-3.64882,6.69017,0
360,6146.89,3526.15,0,-3.74527,6.63874,0
370,6096.84,3618.19,0,-3.84086,6.58593,0
380,6045.46,3709.54,0,-3.93558,6.53177,0
390,5992.77,3800.16,0,-4.02941,6.47626,0
400,5938.78,3890.03,0,-4.12232,6.41943,0
410,5883.5,3979.14,0,-4.2143,6.36128,0
420,5826.93,4067.48,0,-4.30532,6.30183,0
430,5769.11,4155.02,0,-4.39538,6.2411,0
440,5710.02,4241.74,0,-4.48444,6.17912,0
450,5649.7,4327.62,0,-4.57249,6.11588,0
460,5588.16,4412.66,0,-4.65951,6.05142,0
470,5525.4,4496.83,0,-4.74549,5.98575,0
480,5461.44,4580.11,0,-4.83041,5.91889,0
490,5396.3,4662.5,0,-4.91424,5.85085,0
500,5329.99,4743.96,0,-4.99697,5.78166,0
510,5262.53,4824.49,0,-5.0786,5.71133,0
520,5193.93,4904.07,0,-5.15909,5.63988,0
530,5124.2,4982.69,0,-5.23843,5.56734,0
540,5053.37,5060.32,0,-5.31661,5.49373,0
550,4981.44,5136.96,0,-5.39362,5.41905,0
560,4908.44,5212.59,0,-5.46943,5.34334,0
570,4834.38,5287.19,0,-5.54403,5.26662,0
580,4759.27,5360.75,0,-5.61742,5.1889,0
590,4683.14,5433.26,0,-5.68957,5.11021,0
600,4605.99,5504.7,0,-5.76047,5.03056,0
610,4527.86,5575.07,0,-5.83012,4.94999,0
620,4448.74,5644.33,0,-5.89848,4.86851,0
630,4368.67,5712.49,0,-5.96557,4.78614,0
640,4287.65,5779.53,0,-6.03136,4.7029,0
650,4205.72,5845.44,0,-6.09583,4.61883,0
660,4122.87,5910.21,0,-6.159,4.53393,0
670,4039.14,5973.82,0,-6.22083,4.44824,0
680,3954.53,6036.27,0,-6.28132,4.36178,0
690,3869.08,6097.54,0,-6.34046,4.27456,0
700,3782.79,6157.62,0,-6.39825,4.18662,0
710,3695.69,6216.5,0,-6.45467,4.09797,0
720,3607.79,6274.17,0,-6.50971,4.00864,0
730,3519.11,6330.63,0,-6.56337,3.91866,0
740,3429.67,6385.86,0,-6.61564,3.82804,0
750,3339.5,6439.85,0,-6.66652,3.73681,0
760,3248.6,6492.6,0,-6.71599,3.645,0
770,3157.01,6544.09,0,-6.76405,3.55262,0
780,3064.73,6594.32,0,-6.8107,3.4597,0
790,2971.79,6643.28,0,-6.85593,3.36627,0
800,2878.2,6690.97,0,-6.89974,3.27235,0
810,2783.99,6737.37,0,-6.94211,3.17797,0
820,2689.18,6782.48,0,-6.98306,3.08314,0
830,2593.78,6826.3,0,-7.02257,2.98789,0
840,2497.82,6868.81,0,-7.06064,2.89224,0
850,2401.31,6910.01,0,-7.09727,2.79623,0
860,2304.28,6949.89,0,-7.13246,2.69987,0
870,2206.75,6988.46,0,-7.1662,2.60319,0
880,2108.72,7025.7,0,-7.1985,2.50621,0
890,2010.23,7061.62,0,-7.22936,2.40895,0
900,1911.3,7096.2,0,-7.25876,2.31144,0
910,1811.94,7129.44,0,-7.28673,2.21371,0
920,1712.17,7161.35,0,-7.31325,2.11577,0
930,1612.02,7191.91,0,-7.33833,2.01765,0
940,1511.5,7221.12,0,-7.36196,1.91937,0
950,1410.63,7248.99,0,-7.38416,1.82096,0
960,1309.44,7275.5,0,-7.40492,1.72244,0
970,1207.94,7300.66,0,-7.42424,1.62384,0
980,1106.15,7324.47,0,-7.44214,1.52516,0
990,1004.1,7346.92,0,-7.45861,1.42645,0
1000,901.792,7368.01,0,-7.47365,1.32771,0
1010,799.261,7387.75,0,-7.48728,1.22898,0
1020,696.521,7406.13,0,-7.4995,1.13028,0
1030,593.592,7423.15,0,-7.5103,1.03162,0
1040,490.494,7438.82,0,-7.51971,0.93303,0
1050,387.245,7453.12,0,-7.52771,0.834532,0
1060,283.865,7466.08,0,-7.53433,0.736146,0
1070,180.373,7477.67,0,-7.53957,0.637894,0
1080,76.7878,7487.92,0,-7.54343,0.539796,0
1090,-26.8707,7496.81,0,-7.54592,0.441873,0
1100,-130.584,7504.36,0,-7.54705,0.344147,0
1110,-234.333,7510.56,0,-7.54683,0.246636,0
1120,-338.1,7515.41,0,-7.54526,0.149362,0
1130,-441.865,7518.93,0,-7.54236,0.0523443,0
1140,-545.611,7521.1,0,-7.53814,-0.0443982,0
1150,-649.318,7521.95,0,-7.5326,-0.140846,0
1160,-752.969,7521.46,0,-7.52575,-0.23698,0
1170,-856.545,7519.64,0,-7.51761,-0.332781,0
1180,-960.029,7516.5,0,-7.50818,-0.428231,0
1190,-1063.4,7512.05,0,-7.49747,-0.523311,0
1200,-1166.65,7506.28,0,-7.4855,-0.618005,0
1210,-1269.75,7499.21,0,-7.47228,-0.712294,0
1220,-1372.68,7490.83,0,-7.45782,-0.806161,0
1230,-1475.44,7481.15,0,-7.44212,-0.899589,0
1240,-1578,7470.19,0,-7.42521,-0.992561,0
1250,-1680.35,7457.94,0,-7.40709,-1.08506,0
1260,-1782.46,7444.41,0,-7.38778,-1.17707,0
1270,-1884.33,7429.6,0,-7.36728,-1.26858,0
1280,-1985.93,7413.53,0,-7.34562,-1.35957,0
1290,-2087.25,7396.21,0,-7.3228,-1.45003,0
1300,-2188.28,7377.63,0,-7.29884,-1.53993,0
1310,-2288.99,7357.81,0,-7.27375,-1.62927,0
1320,-2389.38,7336.75,0,-7.24755,-1.71804,0
1330,-2489.42,7314.46,0,-7.22024,-1.80621,0
1340,-2589.1,7290.95,0,-7.19184,-1.89378,0
1350,-2688.41,7266.22,0,-7.16237,-1.98073,0
1360,-2787.33,7240.29,0,-7.13184,-2.06704,0
1370,-2885.85,7213.17,0,-7.10027,-2.15272,0
1380,-2983.95,7184.86,0,-7.06766,-2.23774,0
1390,-3081.61,7155.37,0,-7.03404,-2.32209,0
1400,-3178.83,7124.71,0,-6.99941,-2.40576,0
1410,-3275.59,7092.89,0,-6.9638,-2.48874,0
1420,-3371.87,7059.91,0,-6.92721,-2.57102,0
1430,-3467.66,7025.8,0,-6.88967,-2.65258,0
1440,-3562.96,6990.55,0,-6.85118,-2.73343,0
1450,-3657.73,6954.18,0,-6.81176,-2.81354,0
1460,-3751.98,6916.7,0,-6.77143,-2.89291,0
1470,-3845.69,6878.12,0,-6.7302,-2.97153,0
1480,-3938.85,6838.44,0,-6.68809,-3.04939,0
1490,-4031.43,6797.68,0,-6.64511,-3.12649,0
1500,-4123.45,6755.85,0,-6.60128,-3.2028,0
1510,-4214.87,6712.96,0,-6.55661,-3.27833,0
1520,-4305.69,6669.02,0,-6.51112,-3.35307,0
1530,-4395.89,6624.04,0,-6.46482,-3.42701,0
1540,-4485.48,6578.03,0,-6.41773,-3.50014,0
1550,-4574.42,6531.01,0,-6.36987,-3.57245,0
1560,-4662.72,6482.97,0,-6.32124,-3.64395,0
1570,-4750.37,6433.94,0,-6.27187,-3.71462,0
1580,-4837.34,6383.93,0,-6.22177,-3.78446,0
1590,-4923.64,6332.95,0,-6.17095,-3.85346,0
1600,-5009.25,6281,0,-6.11944,-3.92162,0
1610,-5094.16,6228.1,0,-6.06724,-3.98892,0
1620,-5178.37,6174.27,0,-6.01437,-4.05538,0
1630,-5261.86,6119.51,0,-5.96084,-4.12098,0
1640,-5344.62,6063.83,0,-5.90668,-4.18571,0
1650,-5426.64,6007.25,0,-5.85189,-4.24958,0
1660,-5507.93,5949.78,0,-5.7965,-4.31259,0
1670,-5588.46,5891.43,0,-5.74051,-4.37471,0
1680,-5668.23,5832.22,0,-5.68393,-4.43597,0
1690,-5747.23,5772.15,0,-5.6268,-4.49634,0
1700,-5825.45,5711.23,0,-5.56911,-4.55584,0
1710,-5902.89,5649.48,0,-5.51089,-4.61445,0
1720,-5979.53,5586.92,0,-5.45215,-4.67217,0
1730,-6055.38,5523.54,0,-5.3929,-4.72901,0
1740,-6130.42,5459.38,0,-5.33316,-4.78496,0
1750,-6204.64,5394.43,0,-5.27295,-4.84001,0
1760,-6278.05,5328.71,0,-5.21226,-4.89418,0
1770,-6350.63,5262.23,0,-5.15113,-4.94745,0
1780,-6422.37,5195,0,-5.08957,-4.99983,0
1790,-6493.27,5127.04,0,-5.02758,-5.05131,0
1800,-6563.33,5058.36,0,-4.96518,-5.10191,0
1810,-6632.53,4988.98,0,-4.90239,-5.1516,0
1820,-6700.88,4918.89,0,-4.83921,-5.2004,0
1830,-6768.37,4848.12,0,-4.77567,-5.24831,0
1840,-6834.98,4776.68,0,-4.71178,-5.29532,0
1850,-6900.73,4704.58,0,-4.64755,-5.34145,0
1860,-6965.59,4631.83,0,-4.58298,-5.38667,0
1870,-7029.58,4558.44,0,-4.5181,-5.43101,0
1880,-7092.67,4484.44,0,-4.45292,-5.47446,0
1890,-7154.88,4409.82,0,-4.38745,-5.51702,0
1900,-7216.19,4334.6,0,-4.3217,-5.55869,0
1910,-7276.59,4258.8,0,-4.25569,-5.59948,0
1920,-7336.1,4182.42,0,-4.18943,-5.63938,0
1930,-7394.7,4105.48,0,-4.12292,-5.67841,0
1940,-7452.38,4027.99,0,-4.05619,-5.71655,0
1950,-7509.16,3949.96,0,-3.98924,-5.75382,0
1960,-7565.01,3871.41,0,-3.92208,-5.79021,0
1970,-7619.95,3792.35,0,-3.85473,-5.82573,0
1980,-7673.96,3712.78,0,-3.7872,-5.86038,0
1990,-7727.04,3632.72,0,-3.7195,-5.89416,0
2000,-7779.2,3552.19,0,-3.65164,-5.92709,0
2010,-7830.43,3471.19,0,-3.58364,-5.95915,0
2020,-7880.72,3389.73,0,-3.51549,-5.99035,0
2030,-7930.08,3307.84,0,-3.44722,-6.02071,0
2040,-7978.51,3225.51,0,-3.37883,-6.05021,0
2050,-8025.99,3142.77,0,-3.31034,-6.07886,0
2060,-8072.54,3059.62,0,-3.24175,-6.10668,0
2070,-8118.14,2976.07,0,-3.17308,-6.13365,0
2080,-8162.8,2892.14,0,-3.10433,-6.15979,0
2090,-8206.51,2807.84,0,-3.03552,-6.1851,0
2100,-8249.28,2723.18,0,-2.96665,-6.20958,0
2110,-8291.11,2638.17,0,-2.89774,-6.23324,0
2120,-8331.98,2552.82,0,-2.82879,-6.25608,0
2130,-8371.91,2467.14,0,-2.75981,-6.27811,0
2140,-8410.9,2381.15,0,-2.69082,-6.29933,0
2150,-8448.93,2294.86,0,-2.62182,-6.31974,0
2160,-8486.02,2208.27,0,-2.55281,-6.33935,0
2170,-8522.15,2121.4,0,-2.48382,-6.35817,0
2180,-8557.34,2034.26,0,-2.41485,-6.37619,0
2190,-8591.58,1946.87,0,-2.3459,-6.39343,0
2200,-8624.87,1859.22,0,-2.27699,-6.40989,0
2210,-8657.21,1771.33,0,-2.20812,-6.42557,0
2220,-8688.61,1683.22,0,-2.1393,-6.44048,0
2230,-8719.05,1594.89,0,-2.07054,-6.45462,0
2240,-8748.55,1506.35,0,-2.00184,-6.468,0
2250,-8777.11,1417.62,0,-1.93323,-6.48062,0
2260,-8804.72,1328.71,0,-1.86469,-6.49249,0
2270,-8831.39,1239.62,0,-1.79624,-6.50362,0
2280,-8857.12,1150.36,0,-1.7279,-6.514,0
2290,-8881.9,1060.95,0,-1.65965,-6.52365,0
2300,-8905.74,971.399,0,-1.59152,-6.53257,0
2310,-8928.65,881.713,0,-1.5235,-6.54076,0
2320,-8950.62,791.904,0,-1.45561,-6.54823,0
2330,-8971.65,701.981,0,-1.38785,-6.55499,0
2340,-8991.75,611.954,0,-1.32023,-6.56104,0
2350,-9010.92,521.833,0,-1.25276,-6.56639,0
2360,-9029.16,431.629,0,-1.18543,-6.57104,0
2370,-9046.47,341.35,0,-1.11827,-6.57499,0
2380,-9062.85,251.006,0,-1.05126,-6.57826,0
2390,-9078.31,160.606,0,-0.984431,-6.58085,0
2400,-9092.85,70.1614,0,-0.917772,-6.58276,0
2410,-9106.47,-20.32,0,-0.851294,-6.584,0
2420,-9119.18,-110.829,0,-0.785003,-6.58457,0
2430,-9130.97,-201.355,0,-0.718904,-6.58449,0
2440,-9141.84,-291.89,0,-0.653002,-6.58375,0
2450,-9151.81,-382.425,0,-0.587303,-6.58237,0
2460,-9160.87,-472.951,0,-0.521812,-6.58034,0
2470,-9169.03,-563.458,0,-0.456535,-6.57767,0
2480,-9176.29,-653.939,0,-0.391475,-6.57437,0
2490,-9182.65,-744.383,0,-0.326638,-6.57045,0
2500,-9188.11,-834.783,0,-0.262029,-6.56591,0
2510,-9192.69,-925.13,0,-0.197652,-6.56075,0
2520,-9196.37,-1015.41,0,-0.133513,-6.55498,0
2530,-9199.17,-1105.63,0,-0.0696144,-6.54861,0
2540,-9201.09,-1195.77,0,-0.00596182,-6.54164,0
2550,-9202.12,-1285.82,0,0.0574407,-6.53408,0
2560,-9202.29,-1375.77,0,0.120589,-6.52594,0
2570,-9201.58,-1465.62,0,0.183479,-6.51721,0
2580,-9200,-1555.36,0,0.246107,-6.5079,0
2590,-9197.55,-1644.98,0,0.308468,-6.49803,0
2600,-9194.25,-1734.48,0,0.370559,-6.48759,0
2610,-9190.09,-1823.84,0,0.432377,-6.47659,0
2620,-9185.07,-1913.05,0,0.493917,-6.46504,0
2630,-9179.2,-2002.12,0,0.555176,-6.45294,0
2640,-9172.49,-2091.02,0,0.616151,-6.4403,0
2650,-9164.93,-2179.76,0,0.676838,-6.42712,0
2660,-9156.54,-2268.33,0,0.737234,-6.41341,0
2670,-9147.31,-2356.72,0,0.797335,-6.39917,0
2680,-9137.25,-2444.92,0,0.857139,-6.38441,0
2690,-9126.36,-2532.93,0,0.916643,-6.36914,0
2700,-9114.65,-2620.73,0,0.975843,-6.35336,0
2710,-9102.12,-2708.32,0,1.03474,-6.33707,0
2720,-9088.78,-2795.7,0,1.09332,-6.32028,0
2730,-9074.62,-2882.85,0,1.15159,-6.303,0
2740,-9059.67,-2969.78,0,1.20955,-6.28522,0
2750,-9043.9,-3056.46,0,1.26719,-6.26697,0
2760,-9027.35,-3142.9,0,1.32451,-6.24824,0
2770,-9010,-3229.1,0,1.38151,-6.22903,0
2780,-8991.86,-3315.03,0,1.43818,-6.20935,0
2790,-8972.93,-3400.7,0,1.49453,-6.18921,0
2800,-8953.23,-3486.11,0,1.55054,-6.16862,0
2810,-8932.75,-3571.23,0,1.60623,-6.14757,0
2820,-8911.5,-3656.07,0,1.66158,-6.12607,0
2830,-8889.49,-3740.63,0,1.71659,-6.10413,0
2840,-8866.71,-3824.89,0,1.77127,-6.08176,0
2850,-8843.18,-3908.85,0,1.82561,-6.05895,0
2860,-8818.89,-3992.5,0,1.8796,-6.03571,0
2870,-8793.86,-4075.83,0,1.93325,-6.01205,0
2880,-8768.08,-4158.85,0,1.98656,-5.98797,0
2890,-8741.57,-4241.55,0,2.03952,-5.96348,0
2900,-8714.32,-4323.91,0,2.09213,-5.93858,0
2910,-8686.35,-4405.94,0,2.14439,-5.91328,0
2920,-8657.65,-4487.62,0,2.19629,-5.88758,0
2930,-8628.23,-4568.96,0,2.24785,-5.86148,0
2940,-8598.09,-4649.95,0,2.29904,-5.835,0
2950,-8567.25,-4730.57,0,2.34988,-5.80813,0
2960,-8535.7,-4810.84,0,2.40037,-5.78088,0
2970,-8503.46,-4890.73,0,2.45049,-5.75326,0
2980,-8470.52,-4970.25,0,2.50025,-5.72527,0
2990,-8436.89,-5049.39,0,2.54966,-5.69691,0
3000,-8402.57,-5128.15,0,2.59869,-5.66819,0
3010,-8367.58,-5206.52,0,2.64737,-5.63912,0
3020,-8331.91,-5284.49,0,2.69568,-5.60969,0
3030,-8295.57,-5362.06,0,2.74362,-5.57991,0
3040,-8258.56,-5439.23,0,2.79119,-5.54979,0
3050,-8220.9,-5515.99,0,2.8384,-5.51933,0
3060,-8182.58,-5592.34,0,2.88524,-5.48854,0
3070,-8143.61,-5668.26,0,2.9317,-5.45742,0
3080,-8104,-5743.77,0,2.9778,-5.42597,0
3090,-8063.75,-5818.85,0,3.02352,-5.3942,0
3100,-8022.86,-5893.49,0,3.06887,-5.36211,0
3110,-7981.35,-5967.7,0,3.11385,-5.32971,0
3120,-7939.21,-6041.47,0,3.15845,-5.297,0
3130,-7896.45,-6114.79,0,3.20268,-5.26399,0
3140,-7853.08,-6187.67,0,3.24653,-5.23067,0
3150,-7809.1,-6260.09,0,3.29001,-5.19706,0
3160,-7764.51,-6332.05,0,3.33311,-5.16316,0
3170,-7719.33,-6403.55,0,3.37583,-5.12897,0
3180,-7673.56,-6474.58,0,3.41818,-5.09449,0
3190,-7627.19,-6545.15,0,3.46014,-5.05973,0
3200,-7580.25,-6615.24,0,3.50173,-5.0247,0
3210,-7532.72,-6684.86,0,3.54294,-4.9894,0
3220,-7484.63,-6753.99,0,3.58376,-4.95382,0
3230,-7435.97,-6822.64,0,3.62421,-4.91798,0
3240,-7386.74,-6890.79,0,3.66428,-4.88189,0
3250,-7336.96,-6958.46,0,3.70396,-4.84553,0
3260,-7286.63,-7025.63,0,3.74327,-4.80892,0
3270,-7235.75,-7092.3,0,3.78219,-4.77206,0
3280,-7184.33,-7158.47,0,3.82074,-4.73496,0
3290,-7132.37,-7224.13,0,3.8589,-4.69761,0
3300,-7079.89,-7289.28,0,3.89667,-4.66003,0
3310,-7026.88,-7353.92,0,3.93407,-4.62221,0
3320,-6973.35,-7418.04,0,3.97108,-4.58416,0
3330,-6919.3,-7481.64,0,4.00771,-4.54589,0
3340,-6864.74,-7544.72,0,4.04396,-4.50739,0
3350,-6809.69,-7607.28,0,4.07983,-4.46866,0
3360,-6754.13,-7669.3,0,4.11531,-4.42973,0
3370,-6698.08,-7730.79,0,4.15041,-4.39058,0
3380,-6641.54,-7791.75,0,4.18513,-4.35122,0
3390,-6584.51,-7852.17,0,4.21946,-4.31165,0
3400,-6527.01,-7912.05,0,4.25341,-4.27188,0
3410,-6469.04,-7971.38,0,4.28698,-4.23191,0
3420,-6410.6,-8030.17,0,4.32017,-4.19174,0
3430,-6351.69,-8088.4,0,4.35297,-4.15139,0
3440,-6292.33,-8146.09,0,4.38539,-4.11084,0
3450,-6232.52,-8203.22,0,4.41743,-4.0701,0
3460,-6172.27,-8259.8,0,4.44908,-4.02919,0
3470,-6111.57,-8315.81,0,4.48036,-3.98809,0
3480,-6050.43,-8371.26,0,4.51125,-3.94682,0
3490,-5988.87,-8426.15,0,4.54175,-3.90537,0
3500,-5926.88,-8480.47,0,4.57188,-3.86375,0
3510,-5864.47,-8534.22,0,4.60163,-3.82197,0
3520,-5801.64,-8587.4,0,4.63099,-3.78002,0
3530,-5738.41,-8640,0,4.65997,-3.73792,0
3540,-5674.77,-8692.03,0,4.68857,-3.69565,0
3550,-5610.73,-8743.48,0,4.71679,-3.65323,0
3560,-5546.3,-8794.35,0,4.74463,-3.61066,0
3570,-5481.48,-8844.63,0,4.77209,-3.56794,0
3580,-5416.28,-8894.33,0,4.79917,-3.52507,0
3590,-5350.7,-8943.44,0,4.82587,-3.48206,0
3600,-5284.75,-8991.96,0,4.85219,-3.43891,0
3610,-5218.43,-9039.9,0,4.87813,-3.39563,0
3620,-5151.74,-9087.23,0,4.90369,-3.35221,0
3630,-5084.7,-9133.98,0,4.92887,-3.30866,0
3640,-5017.31,-9180.12,0,4.95367,-3.26498,0
3650,-4949.57,-9225.67,0,4.9781,-3.22117,0
3660,-4881.49,-9270.62,0,5.00215,-3.17725,0
3670,-4813.07,-9314.97,0,5.02582,-3.1332,0
3680,-4744.32,-9358.71,0,5.04912,-3.08904,0
3690,-4675.25,-9401.84,0,5.07204,-3.04476,0
3700,-4605.85,-9444.37,0,5.09458,-3.00037,0
3710,-4536.14,-9486.29,0,5.11675,-2.95587,0
3720,-4466.12,-9527.6,0,5.13854,-2.91127,0
3730,-4395.79,-9568.3,0,5.15996,-2.86656,0
3740,-4325.17,-9608.39,0,5.181,-2.82176,0
3750,-4254.25,-9647.86,0,5.20167,-2.77685,0
3760,-4183.04,-9686.71,0,5.22196,-2.73185,0
3770,-4111.54,-9724.95,0,5.24189,-2.68676,0
3780,-4039.76,-9762.57,0,5.26144,-2.64157,0
3790,-3967.71,-9799.57,0,5.28062,-2.5963,0
3800,-3895.39,-9835.95,0,5.29942,-2.55094,0
3810,-3822.81,-9871.7,0,5.31786,-2.50551,0
3820,-3749.97,-9906.83,0,5.33592,-2.45999,0
3830,-3676.87,-9941.34,0,5.35362,-2.41439,0
3840,-3603.53,-9975.22,0,5.37094,-2.36872,0
3850,-3529.94,-10008.5,0,5.3879,-2.32298,0
3860,-3456.11,-10041.1,0,5.40448,-2.27716,0
3870,-3382.05,-10073.1,0,5.4207,-2.23128,0
3880,-3307.76,-10104.5,0,5.43655,-2.18534,0
3890,-3233.25,-10135.2,0,5.45204,-2.13933,0
3900,-3158.51,-10165.3,0,5.46715,-2.09326,0
3910,-3083.57,-10194.8,0,5.4819,-2.04713,0
3920,-3008.42,-10223.6,0,5.49629,-2.00095,0
3930,-2933.06,-10251.8,0,5.51031,-1.95471,0
3940,-2857.5,-10279.4,0,5.52396,-1.90843,0
3950,-2781.76,-10306.3,0,5.53726,-1.86209,0
3960,-2705.82,-10332.6,0,5.55018,-1.81571,0
3970,-2629.7,-10358.3,0,5.56275,-1.76928,0
3980,-2553.4,-10383.3,0,5.57495,-1.72282,0
3990,-2476.93,-10407.7,0,5.58679,-1.67631,0
4000,-2400.29,-10431.5,0,5.59827,-1.62977,0
4010,-2323.49,-10454.6,0,5.60939,-1.58319,0
4020,-2246.53,-10477,0,5.62015,-1.53658,0
4030,-2169.41,-10498.9,0,5.63055,-1.48994,0
4040,-2092.15,-10520,0,5.64059,-1.44327,0
4050,-2014.75,-10540.6,0,5.65027,-1.39658,0
4060,-1937.2,-10560.5,0,5.6596,-1.34986,0
4070,-1859.52,-10579.8,0,5.66857,-1.30312,0
4080,-1781.72,-10598.4,0,5.67718,-1.25636,0
4090,-1703.79,-10616.3,0,5.68543,-1.20959,0
4100,-1625.74,-10633.7,0,5.69333,-1.1628,0
4110,-1547.57,-10650.4,0,5.70087,-1.11599,0
4120,-1469.3,-10666.4,0,5.70807,-1.06918,0
4130,-1390.92,-10681.8,0,5.7149,-1.02235,0
4140,-1312.45,-10696.6,0,5.72139,-0.975525,0
4150,-1233.88,-10710.7,0,5.72752,-0.928691,0
4160,-1155.22,-10724.2,0,5.7333,-0.881855,0
4170,-1076.47,-10737,0,5.73872,-0.835018,0
4180,-997.649,-10749.2,0,5.7438,-0.788184,0
4190,-918.749,-10760.7,0,5.74853,-0.741353,0
4200,-839.779,-10771.6,0,5.75291,-0.694528,0
4210,-760.744,-10781.9,0,5.75694,-0.647712,0
4220,-681.648,-10791.5,0,5.76062,-0.600905,0
4230,-602.496,-10800.4,0,5.76395,-0.55411,0
4240,-523.293,-10808.8,0,5.76694,-0.50733,0
4250,-444.044,-10816.4,0,5.76958,-0.460566,0
4260,-364.753,-10823.5,0,5.77187,-0.413819,0
4270,-285.426,-10829.9,0,5.77382,-0.367093,0
4280,-206.066,-10835.6,0,5.77543,-0.320389,0
4290,-126.68,-10840.7,0,5.77669,-0.273709,0
4300,-47.2707,-10845.2,0,5.77761,-0.227055,0
4310,32.1562,-10849,0,5.77819,-0.180429,0
4320,111.596,-10852.2,0,5.77842,-0.133833,0
4330,191.045,-10854.7,0,5.77831,-0.087269,0
4340,270.497,-10856.6,0,5.77787,-0.0407388,0
4350,349.947,-10857.9,0,5.77708,0.00575555,0
4360,429.393,-10858.5,0,5.77595,0.0522122,0
4370,508.828,-10858.5,0,5.77449,0.0986291,0
4380,588.247,-10857.8,0,5.77269,0.145004,0
4390,667.647,-10856.5,0,5.77055,0.191336,0
4400,747.023,-10854.6,0,5.76807,0.237623,0
4410,826.37,-10852,0,5.76526,0.283862,0
4420,905.683,-10848.8,0,5.76211,0.330052,0
4430,984.958,-10845,0,5.75863,0.376191,0
4440,1064.19,-10840.5,0,5.75481,0.422276,0
4450,1143.37,-10835.4,0,5.75066,0.468307,0
4460,1222.51,-10829.6,0,5.74618,0.514281,0
4470,1301.58,-10823.2,0,5.74137,0.560197,0
4480,1380.6,-10816.2,0,5.73622,0.606052,0
4490,1459.55,-10808.6,0,5.73074,0.651845,0
4500,1538.42,-10800.3,0,5.72494,0.697573,0
4510,1617.23,-10791.4,0,5.7188,0.743235,0
4520,1695.95,-10781.9,0,5.71234,0.78883,0
4530,1774.59,-10771.7,0,5.70555,0.834355,0
4540,1853.14,-10760.9,0,5.69843,0.879808,0
4550,1931.6,-10749.5,0,5.69098,0.925187,0
4560,2009.96,-10737.5,0,5.68321,0.970491,0
4570,2088.22,-10724.8,0,5.67512,1.01572,0
4580,2166.38,-10711.5,0,5.6667,1.06087,0
4590,2244.42,-10697.6,0,5.65795,1.10593,0
4600,2322.35,-10683.1,0,5.64889,1.15092,0
4610,2400.15,-10667.9,0,5.6395,1.19582,0
4620,2477.83,-10652.1,0,5.62979,1.24063,0
4630,2555.39,-10635.8,0,5.61976,1.28536,0
4640,2632.81,-10618.8,0,5.6094,1.33,0
4650,2710.09,-10601.1,0,5.59873,1.37454,0
4660,2787.23,-10582.9,0,5.58774,1.41899,0
4670,2864.23,-10564.1,0,5.57643,1.46335,0
4680,2941.07,-10544.6,0,5.56481,1.50761,0
4690,3017.76,-10524.5,0,5.55287,1.55177,0
4700,3094.29,-10503.9,0,5.54061,1.59582,0
4710,3170.66,-10482.6,0,5.52804,1.63978,0
4720,3246.86,-10460.7,0,5.51515,1.68363,0
4730,3322.88,-10438.2,0,5.50195,1.72738,0
4740,3398.73,-10415.1,0,5.48844,1.77102,0
4750,3474.4,-10391.4,0,5.47461,1.81455,0
4760,3549.88,-10367.1,0,5.46048,1.85796,0
4770,3625.17,-10342.2,0,5.44603,1.90127,0
4780,3700.27,-10316.7,0,5.43127,1.94446,0
4790,3775.17,-10290.6,0,5.41621,1.98753,0
4800,3849.87,-10264,0,5.40083,2.03048,0
4810,3924.36,-10236.7,0,5.38515,2.07332,0
4820,3998.64,-10208.8,0,5.36916,2.11603,0
