t,x,y,z,vx,vy,vz
49190,18996.1,-198.347,0,-0.546927,4.60966,0
49200,18988.8,-134.969,0,-0.562098,4.60987,0
49210,18981.3,-71.5864,0,-0.577283,4.61004,0
49220,18973.6,-8.201,0,-0.59248,4.61015,0
49230,18965.7,55.1866,0,-0.607691,4.61021,0
49240,18957.5,118.576,0,-0.622914,4.61022,0
49250,18949.2,181.966,0,-0.638149,4.61018,0
49260,18940.7,245.356,0,-0.653397,4.61009,0
49270,18931.9,308.746,0,-0.668657,4.60995,0
49280,18922.9,372.135,0,-0.68393,4.60976,0
49290,18913.8,435.522,0,-0.699214,4.60951,0
49300,18904.4,498.906,0,-0.71451,4.60922,0
49310,18894.8,562.287,0,-0.729817,4.60887,0
49320,18885,625.664,0,-0.745136,4.60847,0
49330,18875,689.036,0,-0.760466,4.60802,0
49340,18864.7,752.403,0,-0.775807,4.60751,0
49350,18854.3,815.764,0,-0.791159,4.60696,0
49360,18843.7,879.117,0,-0.806522,4.60635,0
49370,18832.8,942.464,0,-0.821895,4.60569,0
49380,18821.7,1005.8,0,-0.837279,4.60498,0
49390,18810.4,1069.13,0,-0.852673,4.60421,0
49400,18798.9,1132.45,0,-0.868077,4.60339,0
49410,18787.2,1195.76,0,-0.88349,4.60252,0
49420,18775.3,1259.06,0,-0.898914,4.6016,0
49430,18763.2,1322.34,0,-0.914347,4.60062,0
49440,18750.9,1385.61,0,-0.929789,4.59959,0
49450,18738.3,1448.87,0,-0.945241,4.5985,0
49460,18725.5,1512.12,0,-0.960701,4.59736,0
49470,18712.6,1575.35,0,-0.97617,4.59617,0
49480,18699.4,1638.56,0,-0.991648,4.59493,0
49490,18686,1701.76,0,-1.00713,4.59363,0
49500,18672.4,1764.95,0,-1.02263,4.59228,0
49510,18658.5,1828.11,0,-1.03813,4.59087,0
49520,18644.5,1891.25,0,-1.05364,4.58941,0
49530,18630.2,1954.38,0,-1.06916,4.58789,0
49540,18615.8,2017.49,0,-1.08468,4.58632,0
49550,18601.1,2080.57,0,-1.10022,4.5847,0
49560,18586.2,2143.64,0,-1.11576,4.58302,0
49570,18571.1,2206.68,0,-1.1313,4.58128,0
49580,18555.8,2269.7,0,-1.14686,4.5795,0
49590,18540.2,2332.69,0,-1.16242,4.57765,0
49600,18524.5,2395.66,0,-1.17798,4.57575,0
49610,18508.5,2458.61,0,-1.19356,4.5738,0
49620,18492.3,2521.52,0,-1.20913,4.57179,0
49630,18475.9,2584.42,0,-1.22472,4.56972,0
49640,18459.3,2647.28,0,-1.24031,4.5676,0
49650,18442.5,2710.12,0,-1.2559,4.56543,0
49660,18425.5,2772.92,0,-1.2715,4.56319,0
49670,18408.2,2835.7,0,-1.28711,4.5609,0
49680,18390.8,2898.45,0,-1.30272,4.55856,0
49690,18373.1,2961.16,0,-1.31833,4.55616,0
49700,18355.2,3023.85,0,-1.33395,4.5537,0
49710,18337.1,3086.5,0,-1.34957,4.55119,0
49720,18318.8,3149.11,0,-1.3652,4.54862,0
49730,18300.2,3211.69,0,-1.38083,4.546,0
49740,18281.5,3274.24,0,-1.39646,4.54331,0
49750,18262.5,3336.75,0,-1.4121,4.54057,0
49760,18243.3,3399.22,0,-1.42774,4.53778,0
49770,18223.9,3461.66,0,-1.44338,4.53492,0
49780,18204.3,3524.06,0,-1.45903,4.53201,0
49790,18184.5,3586.42,0,-1.47468,4.52905,0
49800,18164.4,3648.74,0,-1.49033,4.52602,0
49810,18144.2,3711.01,0,-1.50598,4.52294,0
49820,18123.7,3773.25,0,-1.52163,4.5198,0
49830,18103,3835.44,0,-1.53729,4.5166,0
49840,18082.1,3897.6,0,-1.55294,4.51335,0
49850,18061,3959.7,0,-1.5686,4.51004,0
49860,18039.7,4021.76,0,-1.58426,4.50667,0
49870,18018.1,4083.78,0,-1.59992,4.50324,0
49880,17996.4,4145.75,0,-1.61558,4.49975,0
49890,17974.4,4207.68,0,-1.63124,4.49621,0
49900,17952.2,4269.55,0,-1.6469,4.49261,0
49910,17929.8,4331.38,0,-1.66256,4.48895,0
49920,17907.1,4393.16,0,-1.67821,4.48523,0
49930,17884.3,4454.88,0,-1.69387,4.48145,0
49940,17861.3,4516.56,0,-1.70953,4.47762,0
49950,17838,4578.19,0,-1.72519,4.47372,0
49960,17814.5,4639.76,0,-1.74084,4.46977,0
49970,17790.8,4701.28,0,-1.75649,4.46576,0
49980,17766.9,4762.74,0,-1.77214,4.46168,0
49990,17742.7,4824.15,0,-1.78779,4.45756,0
50000,17718.4,4885.5,0,-1.80344,4.45337,0
50010,17693.8,4946.8,0,-1.81908,4.44912,0
50020,17669.1,5008.04,0,-1.83472,4.44481,0
50030,17644.1,5069.22,0,-1.85036,4.44044,0
50040,17618.9,5130.34,0,-1.86599,4.43602,0
50050,17593.4,5191.4,0,-1.88162,4.43153,0
50060,17567.8,5252.4,0,-1.89725,4.42699,0
50070,17541.9,5313.34,0,-1.91287,4.42238,0
50080,17515.9,5374.22,0,-1.92849,4.41772,0
50090,17489.6,5435.03,0,-1.94411,4.413,0
50100,17463.1,5495.78,0,-1.95972,4.40821,0
50110,17436.4,5556.46,0,-1.97532,4.40337,0
50120,17409.5,5617.08,0,-1.99092,4.39847,0
50130,17382.3,5677.63,0,-2.00651,4.3935,0
50140,17355,5738.12,0,-2.0221,4.38848,0
50150,17327.4,5798.54,0,-2.03768,4.38339,0
50160,17299.6,5858.88,0,-2.05325,4.37825,0
50170,17271.6,5919.16,0,-2.06882,4.37305,0
50180,17243.4,5979.37,0,-2.08438,4.36778,0
50190,17215,6039.5,0,-2.09994,4.36246,0
50200,17186.3,6099.57,0,-2.11548,4.35707,0
50210,17157.5,6159.56,0,-2.13102,4.35163,0
50220,17128.4,6219.47,0,-2.14655,4.34612,0
50230,17099.1,6279.32,0,-2.16208,4.34055,0
50240,17069.6,6339.08,0,-2.17759,4.33492,0
50250,17039.9,6398.77,0,-2.1931,4.32924,0
50260,17010,6458.38,0,-2.20859,4.32349,0
50270,16979.9,6517.92,0,-2.22408,4.31768,0
50280,16949.5,6577.37,0,-2.23956,4.31181,0
50290,16918.9,6636.75,0,-2.25503,4.30587,0
50300,16888.2,6696.04,0,-2.27049,4.29988,0
50310,16857.2,6755.25,0,-2.28593,4.29383,0
50320,16826,6814.39,0,-2.30137,4.28771,0
50330,16794.6,6873.43,0,-2.3168,4.28154,0
50340,16762.9,6932.4,0,-2.33221,4.2753,0
50350,16731.1,6991.27,0,-2.34762,4.269,0
50360,16699.1,7050.07,0,-2.36301,4.26264,0
50370,16666.8,7108.77,0,-2.37839,4.25622,0
50380,16634.3,7167.39,0,-2.39376,4.24974,0
50390,16601.6,7225.92,0,-2.40911,4.24319,0
50400,16568.8,7284.37,0,-2.42446,4.23659,0
50410,16535.6,7342.72,0,-2.43979,4.22992,0
50420,16502.3,7400.98,0,-2.4551,4.22319,0
50430,16468.8,7459.15,0,-2.47041,4.2164,0
50440,16435.1,7517.23,0,-2.4857,4.20955,0
50450,16401.1,7575.21,0,-2.50097,4.20264,0
50460,16367,7633.1,0,-2.51623,4.19567,0
50470,16332.6,7690.89,0,-2.53148,4.18863,0
50480,16298,7748.59,0,-2.54671,4.18153,0
50490,16263.2,7806.2,0,-2.56193,4.17438,0
50500,16228.2,7863.7,0,-2.57713,4.16716,0
50510,16193,7921.11,0,-2.59231,4.15987,0
50520,16157.6,7978.41,0,-2.60748,4.15253,0
50530,16122,8035.62,0,-2.62263,4.14512,0
50540,16086.1,8092.73,0,-2.63777,4.13766,0
50550,16050.1,8149.73,0,-2.65288,4.13013,0
50560,16013.8,8206.63,0,-2.66798,4.12254,0
50570,15977.4,8263.43,0,-2.68307,4.11488,0
50580,15940.7,8320.13,0,-2.69813,4.10717,0
50590,15903.8,8376.72,0,-2.71318,4.09939,0
50600,15866.8,8433.2,0,-2.72821,4.09156,0
50610,15829.5,8489.57,0,-2.74322,4.08366,0
50620,15792,8545.84,0,-2.75821,4.0757,0
50630,15754.3,8602,0,-2.77318,4.06767,0
50640,15716.4,8658.05,0,-2.78813,4.05959,0
50650,15678.3,8713.99,0,-2.80306,4.05144,0
50660,15639.9,8769.82,0,-2.81797,4.04323,0
50670,15601.4,8825.54,0,-2.83287,4.03496,0
50680,15562.7,8881.15,0,-2.84774,4.02663,0
50690,15523.8,8936.64,0,-2.86258,4.01824,0
50700,15484.6,8992.01,0,-2.87741,4.00978,0
50710,15445.3,9047.27,0,-2.89222,4.00127,0
50720,15405.7,9102.42,0,-2.907,3.99269,0
50730,15366,9157.45,0,-2.92176,3.98405,0
50740,15326,9212.36,0,-2.9365,3.97535,0
50750,15285.9,9267.15,0,-2.95122,3.96659,0
50760,15245.5,9321.82,0,-2.96591,3.95776,0
50770,15205,9376.37,0,-2.98058,3.94887,0
50780,15164.2,9430.8,0,-2.99522,3.93993,0
50790,15123.2,9485.11,0,-3.00984,3.93092,0
50800,15082.1,9539.29,0,-3.02444,3.92185,0
50810,15040.7,9593.36,0,-3.03901,3.91271,0
50820,14999.1,9647.29,0,-3.05356,3.90352,0
50830,14957.4,9701.1,0,-3.06808,3.89426,0
50840,14915.4,9754.79,0,-3.08258,3.88495,0
50850,14873.2,9808.35,0,-3.09705,3.87557,0
50860,14830.9,9861.77,0,-3.11149,3.86613,0
50870,14788.3,9915.08,0,-3.12591,3.85663,0
50880,14745.5,9968.25,0,-3.1403,3.84707,0
50890,14702.6,10021.3,0,-3.15466,3.83745,0
50900,14659.4,10074.2,0,-3.16899,3.82776,0
50910,14616,10127,0,-3.1833,3.81802,0
50920,14572.5,10179.6,0,-3.19758,3.80821,0
50930,14528.7,10232.1,0,-3.21183,3.79835,0
50940,14484.8,10284.5,0,-3.22605,3.78842,0
50950,14440.6,10336.7,0,-3.24024,3.77843,0
50960,14396.3,10388.8,0,-3.25441,3.76838,0
50970,14351.8,10440.8,0,-3.26854,3.75827,0
50980,14307,10492.6,0,-3.28264,3.7481,0
50990,14262.1,10544.3,0,-3.29672,3.73787,0
51000,14217,10595.9,0,-3.31076,3.72758,0
51010,14171.7,10647.3,0,-3.32477,3.71723,0
51020,14126.2,10698.5,0,-3.33875,3.70682,0
51030,14080.5,10749.7,0,-3.3527,3.69635,0
51040,14034.6,10800.7,0,-3.36662,3.68581,0
51050,13988.5,10851.5,0,-3.3805,3.67522,0
51060,13942.2,10902.2,0,-3.39435,3.66457,0
51070,13895.8,10952.7,0,-3.40817,3.65386,0
51080,13849.1,11003.1,0,-3.42196,3.64309,0
51090,13802.3,11053.4,0,-3.43571,3.63225,0
51100,13755.2,11103.5,0,-3.44943,3.62136,0
51110,13708,11153.5,0,-3.46311,3.61041,0
51120,13660.6,11203.3,0,-3.47676,3.5994,0
51130,13613,11252.9,0,-3.49038,3.58833,0
51140,13565.2,11302.4,0,-3.50396,3.5772,0
51150,13517.2,11351.8,0,-3.5175,3.56601,0
51160,13469.1,11401,0,-3.53101,3.55476,0
51170,13420.7,11450,0,-3.54449,3.54346,0
51180,13372.2,11498.9,0,-3.55792,3.53209,0
51190,13323.5,11547.6,0,-3.57132,3.52067,0
51200,13274.6,11596.2,0,-3.58469,3.50918,0
51210,13225.5,11644.7,0,-3.59801,3.49764,0
51220,13176.2,11692.9,0,-3.6113,3.48604,0
51230,13126.7,11741,0,-3.62455,3.47438,0
51240,13077.1,11789,0,-3.63776,3.46267,0
51250,13027.3,11836.8,0,-3.65094,3.45089,0
51260,12977.3,11884.4,0,-3.66407,3.43906,0
51270,12927.1,11931.8,0,-3.67717,3.42717,0
51280,12876.7,11979.2,0,-3.69023,3.41522,0
51290,12826.2,12026.3,0,-3.70324,3.40321,0
51300,12775.5,12073.3,0,-3.71622,3.39115,0
51310,12724.6,12120.1,0,-3.72916,3.37903,0
51320,12673.5,12166.7,0,-3.74205,3.36685,0
51330,12622.2,12213.2,0,-3.75491,3.35461,0
51340,12570.8,12259.5,0,-3.76772,3.34232,0
51350,12519.2,12305.6,0,-3.78049,3.32997,0
51360,12467.4,12351.6,0,-3.79322,3.31757,0
51370,12415.4,12397.4,0,-3.80591,3.3051,0
51380,12363.3,12443,0,-3.81855,3.29259,0
51390,12311,12488.5,0,-3.83116,3.28001,0
51400,12258.5,12533.8,0,-3.84371,3.26738,0
51410,12205.8,12578.9,0,-3.85623,3.25469,0
51420,12153,12623.9,0,-3.8687,3.24195,0
51430,12100,12668.6,0,-3.88113,3.22915,0
51440,12046.8,12713.2,0,-3.89351,3.2163,0
51450,11993.4,12757.6,0,-3.90585,3.20339,0
51460,11939.9,12801.9,0,-3.91814,3.19043,0
51470,11886.2,12845.9,0,-3.93039,3.17741,0
51480,11832.4,12889.8,0,-3.94259,3.16433,0
51490,11778.3,12933.5,0,-3.95475,3.1512,0
51500,11724.1,12977.1,0,-3.96686,3.13802,0
51510,11669.8,13020.4,0,-3.97892,3.12478,0
51520,11615.3,13063.6,0,-3.99094,3.11149,0
51530,11560.6,13106.5,0,-4.00291,3.09815,0
51540,11505.7,13149.3,0,-4.01483,3.08475,0
51550,11450.7,13192,0,-4.02671,3.0713,0
51560,11395.5,13234.4,0,-4.03853,3.05779,0
51570,11340.1,13276.6,0,-4.05031,3.04423,0
51580,11284.6,13318.7,0,-4.06204,3.03062,0
51590,11228.9,13360.6,0,-4.07372,3.01696,0
51600,11173.1,13402.3,0,-4.08535,3.00324,0
51610,11117.1,13443.8,0,-4.09693,2.98947,0
51620,11060.9,13485.1,0,-4.10846,2.97565,0
51630,11004.6,13526.2,0,-4.11994,2.96177,0
51640,10948.2,13567.1,0,-4.13137,2.94785,0
51650,10891.5,13607.9,0,-4.14275,2.93387,0
51660,10834.7,13648.4,0,-4.15408,2.91984,0
51670,10777.8,13688.8,0,-4.16536,2.90576,0
51680,10720.7,13728.9,0,-4.17659,2.89163,0
51690,10663.4,13768.9,0,-4.18776,2.87745,0
51700,10606,13808.7,0,-4.19888,2.86322,0
51710,10548.4,13848.3,0,-4.20995,2.84893,0
51720,10490.7,13887.7,0,-4.22097,2.8346,0
51730,10432.8,13926.9,0,-4.23193,2.82022,0
51740,10374.8,13965.8,0,-4.24284,2.80579,0
51750,10316.6,14004.6,0,-4.2537,2.79131,0
51760,10258.3,14043.2,0,-4.2645,2.77678,0
51770,10199.8,14081.6,0,-4.27525,2.7622,0
51780,10141.2,14119.8,0,-4.28594,2.74757,0
51790,10082.4,14157.8,0,-4.29658,2.73289,0
51800,10023.5,14195.6,0,-4.30717,2.71817,0
51810,9964.46,14233.2,0,-4.31769,2.70339,0
51820,9905.25,14270.6,0,-4.32817,2.68857,0
51830,9845.9,14307.8,0,-4.33858,2.6737,0
51840,9786.4,14344.8,0,-4.34895,2.65879,0
51850,9726.75,14381.6,0,-4.35925,2.64382,0
51860,9666.97,14418.2,0,-4.3695,2.62881,0
51870,9607.04,14454.5,0,-4.37969,2.61376,0
51880,9546.98,14490.7,0,-4.38982,2.59866,0
51890,9486.77,14526.6,0,-4.3999,2.58351,0
51900,9426.42,14562.4,0,-4.40992,2.56831,0
51910,9365.93,14597.9,0,-4.41988,2.55307,0
51920,9305.31,14633.3,0,-4.42978,2.53779,0
51930,9244.55,14668.4,0,-4.43962,2.52246,0
51940,9183.65,14703.3,0,-4.44941,2.50708,0
51950,9122.62,14738,0,-4.45913,2.49166,0
51960,9061.45,14772.5,0,-4.4688,2.4762,0
51970,9000.15,14806.8,0,-4.47841,2.46069,0
51980,8938.72,14840.9,0,-4.48795,2.44514,0
51990,8877.15,14874.7,0,-4.49744,2.42955,0
52000,8815.46,14908.3,0,-4.50687,2.41391,0
52010,8753.63,14941.8,0,-4.51623,2.39823,0
52020,8691.67,14975,0,-4.52554,2.38251,0
52030,8629.58,15008,0,-4.53478,2.36674,0
52040,8567.37,15040.8,0,-4.54396,2.35093,0
52050,8505.03,15073.3,0,-4.55309,2.33508,0
52060,8442.56,15105.7,0,-4.56214,2.31919,0
52070,8379.97,15137.8,0,-4.57114,2.30326,0
52080,8317.25,15169.7,0,-4.58008,2.28729,0
52090,8254.41,15201.4,0,-4.58895,2.27128,0
52100,8191.44,15232.9,0,-4.59776,2.25523,0
52110,8128.36,15264.1,0,-4.6065,2.23913,0
52120,8065.15,15295.1,0,-4.61519,2.223,0
52130,8001.82,15325.9,0,-4.62381,2.20683,0
52140,7938.37,15356.5,0,-4.63236,2.19062,0
52150,7874.81,15386.9,0,-4.64085,2.17437,0
52160,7811.12,15417,0,-4.64928,2.15808,0
52170,7747.32,15447,0,-4.65764,2.14175,0
52180,7683.4,15476.6,0,-4.66594,2.12539,0
52190,7619.37,15506.1,0,-4.67418,2.10899,0
52200,7555.23,15535.4,0,-4.68234,2.09255,0
52210,7490.97,15564.4,0,-4.69045,2.07607,0
52220,7426.59,15593.2,0,-4.69849,2.05956,0
52230,7362.11,15621.7,0,-4.70646,2.04301,0
52240,7297.52,15650.1,0,-4.71436,2.02643,0
52250,7232.81,15678.2,0,-4.7222,2.00981,0
52260,7168,15706.1,0,-4.72998,1.99315,0
52270,7103.08,15733.7,0,-4.73768,1.97646,0
52280,7038.05,15761.2,0,-4.74533,1.95974,0
52290,6972.92,15788.4,0,-4.7529,1.94298,0
52300,6907.68,15815.3,0,-4.7604,1.92619,0
52310,6842.34,15842.1,0,-4.76784,1.90936,0
52320,6776.89,15868.6,0,-4.77522,1.8925,0
52330,6711.34,15894.8,0,-4.78252,1.87561,0
52340,6645.69,15920.9,0,-4.78975,1.85868,0
52350,6579.94,15946.7,0,-4.79692,1.84172,0
52360,6514.09,15972.3,0,-4.80402,1.82473,0
52370,6448.15,15997.6,0,-4.81105,1.80771,0
52380,6382.1,16022.7,0,-4.81801,1.79066,0
52390,6315.96,16047.6,0,-4.82491,1.77358,0
52400,6249.72,16072.2,0,-4.83173,1.75646,0
52410,6183.38,16096.7,0,-4.83849,1.73932,0
52420,6116.96,16120.8,0,-4.84517,1.72214,0
52430,6050.44,16144.8,0,-4.85179,1.70494,0
52440,5983.82,16168.5,0,-4.85833,1.68771,0
52450,5917.12,16191.9,0,-4.86481,1.67044,0
52460,5850.33,16215.2,0,-4.87122,1.65315,0
52470,5783.44,16238.1,0,-4.87755,1.63584,0
52480,5716.47,16260.9,0,-4.88382,1.61849,0
52490,5649.41,16283.4,0,-4.89001,1.60112,0
52500,5582.27,16305.7,0,-4.89614,1.58371,0
52510,5515.04,16327.7,0,-4.90219,1.56629,0
52520,5447.73,16349.5,0,-4.90818,1.54883,0
52530,5380.33,16371.1,0,-4.91409,1.53135,0
52540,5312.85,16392.4,0,-4.91993,1.51385,0
52550,5245.29,16413.5,0,-4.9257,1.49632,0
52560,5177.65,16434.3,0,-4.93139,1.47876,0
52570,5109.93,16454.9,0,-4.93702,1.46118,0
52580,5042.13,16475.3,0,-4.94257,1.44358,0
52590,4974.25,16495.4,0,-4.94805,1.42595,0
52600,4906.3,16515.3,0,-4.95346,1.4083,0
52610,4838.27,16534.9,0,-4.9588,1.39062,0
52620,4770.16,16554.3,0,-4.96406,1.37292,0
52630,4701.99,16573.4,0,-4.96926,1.3552,0
52640,4633.74,16592.3,0,-4.97438,1.33746,0
52650,4565.42,16611,0,-4.97942,1.3197,0
52660,4497.03,16629.4,0,-4.9844,1.30191,0
52670,4428.57,16647.5,0,-4.9893,1.28411,0
52680,4360.04,16665.5,0,-4.99413,1.26628,0
52690,4291.44,16683.1,0,-4.99888,1.24844,0
52700,4222.78,16700.6,0,-5.00356,1.23057,0
52710,4154.05,16717.8,0,-5.00817,1.21269,0
52720,4085.26,16734.7,0,-5.0127,1.19478,0
52730,4016.4,16751.4,0,-5.01716,1.17686,0
52740,3947.48,16767.9,0,-5.02155,1.15892,0
52750,3878.5,16784.1,0,-5.02586,1.14096,0
52760,3809.46,16800,0,-5.0301,1.12298,0
52770,3740.36,16815.7,0,-5.03427,1.10499,0
52780,3671.2,16831.2,0,-5.03836,1.08698,0
52790,3601.99,16846.4,0,-5.04237,1.06895,0
52800,3532.71,16861.4,0,-5.04632,1.05091,0
52810,3463.39,16876.1,0,-5.05019,1.03285,0
52820,3394.01,16890.6,0,-5.05398,1.01478,0
52830,3324.57,16904.8,0,-5.0577,0.996694,0
52840,3255.08,16918.8,0,-5.06134,0.978592,0
52850,3185.54,16932.5,0,-5.06491,0.960476,0
52860,3115.96,16946,0,-5.06841,0.942347,0
52870,3046.32,16959.2,0,-5.07183,0.924204,0
52880,2976.63,16972.2,0,-5.07517,0.906049,0
52890,2906.9,16984.9,0,-5.07844,0.887881,0
52900,2837.12,16997.4,0,-5.08164,0.869701,0
52910,2767.3,17009.6,0,-5.08476,0.851509,0
52920,2697.43,17021.6,0,-5.0878,0.833306,0
52930,2627.52,17033.3,0,-5.09077,0.815093,0
52940,2557.56,17044.8,0,-5.09367,0.796869,0
52950,2487.57,17056.1,0,-5.09649,0.778634,0
52960,2417.53,17067,0,-5.09923,0.76039,0
52970,2347.46,17077.8,0,-5.1019,0.742137,0
52980,2277.35,17088.2,0,-5.1045,0.723875,0
52990,2207.2,17098.5,0,-5.10702,0.705604,0
53000,2137.02,17108.4,0,-5.10946,0.687325,0
53010,2066.8,17118.2,0,-5.11183,0.669039,0
53020,1996.55,17127.6,0,-5.11412,0.650745,0
53030,1926.26,17136.9,0,-5.11633,0.632444,0
53040,1855.95,17145.8,0,-5.11848,0.614136,0
53050,1785.6,17154.6,0,-5.12054,0.595823,0
53060,1715.23,17163,0,-5.12253,0.577503,0
53070,1644.82,17171.2,0,-5.12445,0.559179,0
53080,1574.39,17179.2,0,-5.12628,0.540849,0
53090,1503.93,17186.9,0,-5.12805,0.522514,0
53100,1433.45,17194.4,0,-5.12973,0.504176,0
53110,1362.94,17201.6,0,-5.13135,0.485833,0
53120,1292.41,17208.5,0,-5.13288,0.467487,0
53130,1221.85,17215.2,0,-5.13434,0.449139,0
53140,1151.28,17221.7,0,-5.13573,0.430787,0
53150,1080.68,17227.9,0,-5.13704,0.412433,0
53160,1010.07,17233.8,0,-5.13827,0.394078,0
53170,939.436,17239.5,0,-5.13943,0.37572,0
53180,868.787,17245,0,-5.14051,0.357362,0
53190,798.121,17250.2,0,-5.14152,0.339003,0
53200,727.441,17255.1,0,-5.14245,0.320644,0
53210,656.746,17259.8,0,-5.14331,0.302285,0
53220,586.039,17264.2,0,-5.14409,0.283927,0
53230,515.32,17268.4,0,-5.1448,0.265569,0
53240,444.59,17272.3,0,-5.14543,0.247212,0
53250,373.85,17276,0,-5.14598,0.228858,0
53260,303.101,17279.4,0,-5.14646,0.210505,0
53270,232.345,17282.6,0,-5.14686,0.192154,0
53280,161.582,17285.5,0,-5.14719,0.173807,0
53290,90.8134,17288.2,0,-5.14745,0.155463,0
53300,20.0402,17290.6,0,-5.14762,0.137122,0
53310,-50.7367,17292.7,0,-5.14773,0.118785,0
53320,-121.516,17294.6,0,-5.14776,0.100453,0
53330,-192.297,17296.3,0,-5.14771,0.082125,0
53340,-263.078,17297.7,0,-5.14759,0.0638025,0
53350,-333.859,17298.9,0,-5.14739,0.0454855,0
53360,-404.638,17299.8,0,-5.14712,0.0271743,0
53370,-475.415,17300.4,0,-5.14677,0.0088695,0
53380,-546.188,17300.8,0,-5.14635,-0.00942869,0
53390,-616.956,17300.9,0,-5.14585,-0.0277198,0
53400,-687.719,17300.8,0,-5.14528,-0.0460035,0
53410,-758.475,17300.5,0,-5.14464,-0.0642795,0
53420,-829.223,17299.9,0,-5.14392,-0.0825472,0
53430,-899.962,17299,0,-5.14313,-0.100806,0
53440,-970.692,17297.9,0,-5.14226,-0.119057,0
53450,-1041.41,17296.5,0,-5.14132,-0.137298,0
53460,-1112.12,17294.9,0,-5.1403,-0.155529,0
53470,-1182.81,17293.1,0,-5.13921,-0.17375,0
53480,-1253.49,17290.9,0,-5.13805,-0.191961,0
53490,-1324.16,17288.6,0,-5.13681,-0.210161,0
53500,-1394.81,17286,0,-5.1355,-0.228349,0
53510,-1465.44,17283.1,0,-5.13411,-0.246526,0
53520,-1536.05,17280,0,-5.13265,-0.264692,0
53530,-1606.65,17276.6,0,-5.13112,-0.282845,0
53540,-1677.22,17273,0,-5.12951,-0.300985,0
53550,-1747.78,17269.1,0,-5.12783,-0.319112,0
53560,-1818.31,17265,0,-5.12608,-0.337226,0
53570,-1888.82,17260.6,0,-5.12426,-0.355326,0
53580,-1959.31,17256,0,-5.12236,-0.373412,0
53590,-2029.77,17251.2,0,-5.12039,-0.391484,0
53600,-2100.2,17246.1,0,-5.11835,-0.40954,0
53610,-2170.61,17240.7,0,-5.11623,-0.427582,0
53620,-2240.99,17235.1,0,-5.11404,-0.445607,0
53630,-2311.34,17229.2,0,-5.11178,-0.463617,0
53640,-2381.66,17223.1,0,-5.10945,-0.481611,0
53650,-2451.95,17216.8,0,-5.10704,-0.499588,0
53660,-2522.21,17210.2,0,-5.10457,-0.517548,0
53670,-2592.43,17203.3,0,-5.10202,-0.53549,0
53680,-2662.62,17196.2,0,-5.0994,-0.553415,0
53690,-2732.78,17188.9,0,-5.09671,-0.571322,0
53700,-2802.9,17181.3,0,-5.09394,-0.58921,0
53710,-2872.98,17173.5,0,-5.09111,-0.60708,0
53720,-2943.03,17165.4,0,-5.0882,-0.62493,0
53730,-3013.03,17157.1,0,-5.08523,-0.642761,0
53740,-3083,17148.5,0,-5.08218,-0.660573,0
53750,-3152.92,17139.7,0,-5.07906,-0.678364,0
53760,-3222.81,17130.6,0,-5.07587,-0.696134,0
53770,-3292.65,17121.3,0,-5.07262,-0.713884,0
53780,-3362.45,17111.8,0,-5.06929,-0.731613,0
53790,-3432.2,17102,0,-5.06589,-0.74932,0
53800,-3501.9,17091.9,0,-5.06242,-0.767005,0
53810,-3571.56,17081.7,0,-5.05888,-0.784668,0
53820,-3641.18,17071.1,0,-5.05528,-0.802308,0
53830,-3710.74,17060.4,0,-5.0516,-0.819926,0
53840,-3780.26,17049.4,0,-5.04785,-0.83752,0
53850,-3849.72,17038.1,0,-5.04404,-0.855091,0
53860,-3919.13,17026.6,0,-5.04015,-0.872638,0
53870,-3988.49,17014.9,0,-5.0362,-0.890161,0
53880,-4057.8,17002.9,0,-5.03218,-0.90766,0
53890,-4127.05,16990.7,0,-5.02809,-0.925133,0
53900,-4196.25,16978.2,0,-5.02393,-0.942582,0
53910,-4265.39,16965.5,0,-5.01971,-0.960005,0
53920,-4334.47,16952.6,0,-5.01542,-0.977402,0
53930,-4403.5,16939.4,0,-5.01106,-0.994773,0
53940,-4472.47,16926,0,-5.00663,-1.01212,0
53950,-4541.37,16912.3,0,-5.00213,-1.02944,0
53960,-4610.22,16898.4,0,-4.99757,-1.04673,0
53970,-4679.01,16884.3,0,-4.99294,-1.06399,0
53980,-4747.73,16869.9,0,-4.98825,-1.08123,0
53990,-4816.39,16855.3,0,-4.98348,-1.09843,0
54000,-4884.98,16840.5,0,-4.97866,-1.11561,0
54010,-4953.51,16825.4,0,-4.97376,-1.13276,0
54020,-5021.97,16810.1,0,-4.9688,-1.14989,0
54030,-5090.37,16794.5,0,-4.96378,-1.16698,0
54040,-5158.69,16778.7,0,-4.95869,-1.18404,0
54050,-5226.95,16762.7,0,-4.95353,-1.20108,0
54060,-5295.14,16746.5,0,-4.94831,-1.21808,0
54070,-5363.26,16730,0,-4.94302,-1.23505,0
54080,-5431.3,16713.2,0,-4.93767,-1.252,0
54090,-5499.28,16696.3,0,-4.93226,-1.26891,0
54100,-5567.17,16679.1,0,-4.92678,-1.28579,0
54110,-5635,16661.7,0,-4.92124,-1.30264,0
54120,-5702.75,16644,0,-4.91563,-1.31945,0
54130,-5770.42,16626.1,0,-4.90996,-1.33624,0
54140,-5838.02,16608,0,-4.90423,-1.35299,0
54150,-5905.54,16589.6,0,-4.89843,-1.36971,0
54160,-5972.98,16571,0,-4.89257,-1.3864,0
54170,-6040.34,16552.2,0,-4.88665,-1.40305,0
